{'text': 'stephen listen jesse', 'start': 0.08, 'duration': 7.279}
{'text': "you've been begging for it for a long", 'start': 803.36, 'duration': 4.96}
{'text': 'time with everyone bigger than yourself', 'start': 804.56, 'duration': 3.76}
{'text': 'and so what happens is he uploads 15', 'start': 809.04, 'duration': 3.28}
{'text': 'times more', 'start': 811.279, 'duration': 3.041}
{'text': 'has less than a 50th of the audience', 'start': 812.32, 'duration': 3.68}
{'text': "well that's why he wants to debate", 'start': 814.32, 'duration': 4.72}
{'text': 'so he can build his sam sam come on your', 'start': 816.0, 'duration': 5.76}
{'text': 'audience yeah cares that i only have a', 'start': 819.04, 'duration': 4.64}
{'text': 'million subscribers and you have what', 'start': 821.76, 'duration': 3.68}
{'text': 'six or so i think let me answer can i', 'start': 823.68, 'duration': 3.12}
{'text': 'answer your question can i answer your', 'start': 825.44, 'duration': 3.12}
{'text': 'question can i answer your question', 'start': 826.8, 'duration': 2.88}
{'text': 'do you want me to answer your question', 'start': 828.56, 'duration': 3.04}
{'text': 'my audience would say sam who', 'start': 829.68, 'duration': 3.76}
{'text': "just like joe rogan's audience and ben", 'start': 831.6, 'duration': 3.28}
{'text': "shapiro's and dave", 'start': 833.44, 'duration': 3.04}
{'text': 'joe rogan talks to a lot of small people', 'start': 834.88, 'duration': 3.68}
{'text': 'too the the only problem that i have is', 'start': 836.48, 'duration': 2.64}
{'text': 'that this', 'start': 838.56, 'duration': 2.8}
{'text': 'works except for the fact that ben', 'start': 839.12, 'duration': 3.12}
{'text': 'shapiro', 'start': 841.36, 'duration': 3.599}
{'text': 'and steven crowders like most well-known', 'start': 842.24, 'duration': 3.599}
{'text': 'moments', 'start': 844.959, 'duration': 3.041}
{'text': 'are just dunking on random college kids', 'start': 845.839, 'duration': 4.24}
{'text': "right like that's literally your career", 'start': 848.0, 'duration': 3.44}
{'text': 'like do you think my audience would give', 'start': 850.079, 'duration': 3.281}
{'text': 'a [\xa0__\xa0] if i debated a random person', 'start': 851.44, 'duration': 3.68}
{'text': 'dude the change my mind thing your whole', 'start': 853.36, 'duration': 3.12}
{'text': 'career is built on that not your whole', 'start': 855.12, 'duration': 2.32}
{'text': 'career but like that was like your', 'start': 856.48, 'duration': 1.44}
{'text': 'largest', 'start': 857.44, 'duration': 2.24}
{'text': "draw it wouldn't surprise me if those", 'start': 857.92, 'duration': 3.599}
{'text': 'are some of like the um', 'start': 859.68, 'duration': 2.959}
{'text': 'if those are some of the biggest', 'start': 861.519, 'duration': 2.801}
{'text': 'viewership videos on your channel are', 'start': 862.639, 'duration': 2.801}
{'text': 'literally just like', 'start': 864.32, 'duration': 3.199}
{'text': 'debate a college kid like debate random', 'start': 865.44, 'duration': 3.12}
{'text': 'college kids', 'start': 867.519, 'duration': 4.081}
{'text': 'like change my mind sjw feminist', 'start': 868.56, 'duration': 4.079}
{'text': 'festival', 'start': 871.6, 'duration': 3.919}
{'text': 'like change my mind like these videos', 'start': 872.639, 'duration': 4.081}
{'text': 'these are your most popular videos', 'start': 875.519, 'duration': 2.961}
{'text': "they're dating random college kids so if", 'start': 876.72, 'duration': 3.359}
{'text': 'you can dunk on sam cedar yeah it seems', 'start': 878.48, 'duration': 2.719}
{'text': 'like it was a pretty', 'start': 880.079, 'duration': 5.76}
{'text': 'like obvious thing for you to do', 'start': 881.199, 'duration': 4.64}
{'text': 'now they all know who you are because', 'start': 886.32, 'duration': 3.12}
{'text': 'you had to shoehorn yourself', 'start': 887.839, 'duration': 4.8}
{'text': 'into another powered show', 'start': 889.44, 'duration': 5.28}
{'text': 'every day that you do why are we hold on', 'start': 892.639, 'duration': 3.681}
{'text': 'a second hold on a second', 'start': 894.72, 'duration': 4.0}
{'text': 'this is another lie this is another lie', 'start': 896.32, 'duration': 4.319}
{'text': 'let me let me clarify sam let me clarify', 'start': 898.72, 'duration': 3.679}
{'text': 'sam that changed my mind everyone knows', 'start': 900.639, 'duration': 5.041}
{'text': "on the show right we've had professors", 'start': 902.399, 'duration': 5.281}
{'text': "early last week stephen if you're", 'start': 905.68, 'duration': 3.44}
{'text': "because you're an idiot", 'start': 907.68, 'duration': 3.839}
{'text': "and half of your staff doesn't like you", 'start': 909.12, 'duration': 4.24}
{'text': "because i'm a die-hard fan yes it's", 'start': 911.519, 'duration': 2.241}
{'text': 'because', 'start': 913.36, 'duration': 3.039}
{'text': "she's a die-hard fan i've had heard of", 'start': 913.76, 'duration': 3.28}
{'text': 'you', 'start': 916.399, 'duration': 3.361}
{'text': 'but i just met you congratulations sam', 'start': 917.04, 'duration': 3.76}
{'text': "cedar's fan", 'start': 919.76, 'duration': 3.68}
{'text': "i've seen the conversation well right", 'start': 920.8, 'duration': 3.92}
{'text': "now every time i try and talk you're", 'start': 923.44, 'duration': 3.839}
{'text': 'interrupting', 'start': 924.72, 'duration': 2.559}
{'text': 'you bombarded my show under a false', 'start': 930.16, 'duration': 3.919}
{'text': 'pretense you claimed that everyone just', 'start': 932.24, 'duration': 3.279}
{'text': 'like you claimed that i ducked a debate', 'start': 934.079, 'duration': 3.12}
{'text': 'with you under a false pretense have i', 'start': 935.519, 'duration': 2.081}
{'text': 'ever', 'start': 937.199, 'duration': 2.401}
{'text': 'uh that is what the politicon people', 'start': 937.6, 'duration': 3.52}
{'text': 'told me is that what they told you', 'start': 939.6, 'duration': 3.679}
{'text': "so you're just lazy with your research", 'start': 941.12, 'duration': 3.36}
{'text': 'and if big tech', 'start': 943.279, 'duration': 2.401}
{'text': "what other research you're gonna do it's", 'start': 944.48, 'duration': 2.799}
{'text': "not like crowder's gonna admit to", 'start': 945.68, 'duration': 3.279}
{'text': 'ducking a debate at politicon', 'start': 947.279, 'duration': 3.92}
{'text': 'right there is no other research the glo', 'start': 948.959, 'duration': 3.44}
{'text': 'the reason why crowder is talking so', 'start': 951.199, 'duration': 3.281}
{'text': 'much is because the goal is he sam cedar', 'start': 952.399, 'duration': 2.721}
{'text': 'showed up', 'start': 954.48, 'duration': 2.32}
{'text': "crowder can't have a debate with sam", 'start': 955.12, 'duration': 3.279}
{'text': 'cedar he knows that so now he just has', 'start': 956.8, 'duration': 3.599}
{'text': 'to make a meta conversation like oh like', 'start': 958.399, 'duration': 3.201}
{'text': 'why are you trying to talk to me like i', 'start': 960.399, 'duration': 2.081}
{'text': "don't want to talk to you you're too", 'start': 961.6, 'duration': 3.2}
{'text': 'small blah blah blah blah', 'start': 962.48, 'duration': 4.4}
{'text': 'do you continue with your life you need', 'start': 964.8, 'duration': 3.68}
{'text': 'to research and say did steven ever', 'start': 966.88, 'duration': 2.24}
{'text': 'accept it', 'start': 968.48, 'duration': 2.08}
{'text': 'basically let me let me explain to you', 'start': 969.12, 'duration': 3.12}
{'text': 'let me explain to you let me explain hey', 'start': 970.56, 'duration': 4.88}
{'text': 'hello hello sam sam sam sam', 'start': 972.24, 'duration': 5.68}
{'text': 'sweetheart sam fake stand up comic who', 'start': 975.44, 'duration': 4.079}
{'text': "we can't find any footage about online", 'start': 977.92, 'duration': 3.359}
{'text': "let me finish i'm not a stand-up comic", 'start': 979.519, 'duration': 3.281}
{'text': "oh you're not okay that makes sense", 'start': 981.279, 'duration': 2.0}
{'text': 'because', 'start': 982.8, 'duration': 2.159}
{'text': "everything that i've seen is incredibly", 'start': 983.279, 'duration': 3.201}
{'text': 'unfunny and unentertaining which may', 'start': 984.959, 'duration': 2.8}
{'text': 'explain the audience number', 'start': 986.48, 'duration': 4.64}
{'text': "iron irony alert he's reaching so hard", 'start': 987.759, 'duration': 4.961}
{'text': 'oh my god', 'start': 991.12, 'duration': 5.12}
{'text': 'immediate comedian', 'start': 992.72, 'duration': 5.039}
{'text': 'can i answer your question appreciate it', 'start': 996.24, 'duration': 3.68}
{'text': 'sam our are discussing sam', 'start': 997.759, 'duration': 5.121}
{'text': 'samuel can i answer your question yes so', 'start': 999.92, 'duration': 4.24}
{'text': "you have gone on you've done the same", 'start': 1002.88, 'duration': 2.72}
{'text': 'thing with other other comments everyone', 'start': 1004.16, 'duration': 2.72}
{'text': 'has a bigger audience than you', 'start': 1005.6, 'duration': 3.679}
{'text': 'because you said i want to speak with', 'start': 1006.88, 'duration': 3.44}
{'text': 'stephen crowder', 'start': 1009.279, 'duration': 2.721}
{'text': 'you believe that at some point there was', 'start': 1010.32, 'duration': 4.079}
{'text': 'some acceptance when have i ever done a', 'start': 1012.0, 'duration': 3.92}
{'text': 'politicon', 'start': 1014.399, 'duration': 3.68}
{'text': 'ever when i as a matter of fact in the', 'start': 1015.92, 'duration': 3.2}
{'text': 'last decade', 'start': 1018.079, 'duration': 4.0}
{'text': 'in the last decade in the last decade i', 'start': 1019.12, 'duration': 4.32}
{'text': "haven't done a single political", 'start': 1022.079, 'duration': 3.281}
{'text': 'conference i hosted cpac for four years', 'start': 1023.44, 'duration': 3.84}
{'text': 'and stopped because they suck', 'start': 1025.36, 'duration': 3.28}
{'text': "they don't pay and they're full of", 'start': 1027.28, 'duration': 3.6}
{'text': "losers and you've been clamoring for it", 'start': 1028.64, 'duration': 2.88}
{'text': "and it's a lot", 'start': 1030.88, 'duration': 2.4}
{'text': 'of you told me that you dropped out of', 'start': 1031.52, 'duration': 4.24}
{'text': 'doing your [\xa0__\xa0] this is just here saying', 'start': 1033.28, 'duration': 4.88}
{'text': 'gossip', 'start': 1035.76, 'duration': 2.4}
{'text': 'do you want to have a conversation ethan', 'start': 1044.0, 'duration': 3.28}
{'text': "about that's a vaccine because ethan do", 'start': 1045.52, 'duration': 2.88}
{'text': "you want to have a conversation you're", 'start': 1047.28, 'duration': 1.759}
{'text': 'going to hide', 'start': 1048.4, 'duration': 4.639}
{'text': 'you felt so strongly so', 'start': 1049.039, 'duration': 4.0}
{'text': 'no no this is', 'start': 1064.0, 'duration': 5.52}
{'text': "who's the guy who never appears on stage", 'start': 1067.36, 'duration': 3.76}
{'text': 'never does a live show but', 'start': 1069.52, 'duration': 4.24}
{'text': 'never even sheds it never even allows a', 'start': 1071.12, 'duration': 3.84}
{'text': 'shadow of comedy', 'start': 1073.76, 'duration': 3.76}
{'text': 'to be perceived on his program hiding', 'start': 1074.96, 'duration': 4.0}
{'text': 'everything we do is out in the open', 'start': 1077.52, 'duration': 4.159}
{'text': "h3 h3 you know steven you're winning we", 'start': 1078.96, 'duration': 3.76}
{'text': 'agreed', 'start': 1081.679, 'duration': 4.401}
{'text': 'so hold on a second yeah so', 'start': 1082.72, 'duration': 5.28}
{'text': 'i want to normalize responsible gun', 'start': 1086.08, 'duration': 3.599}
{'text': 'ownership is that your debate no wonder', 'start': 1088.0, 'duration': 3.44}
{'text': 'you had to bring in a hack for you want', 'start': 1089.679, 'duration': 6.161}
{'text': 'to call it', 'start': 1091.44, 'duration': 4.4}
{'text': 'as he takes advantage of mentally ill', 'start': 1098.08, 'duration': 4.719}
{'text': 'women for a show that just is dwindling', 'start': 1100.08, 'duration': 5.44}
{'text': 'all right okay all right sam you you got', 'start': 1102.799, 'duration': 5.921}
{'text': 'it you got it i hope you have a', 'start': 1105.52, 'duration': 3.2}
{'text': 'hey sam one thing before i go one thing', 'start': 1119.28, 'duration': 2.32}
{'text': 'before i go can you take off your', 'start': 1120.64, 'duration': 2.72}
{'text': 'glasses stephen one thing before', 'start': 1121.6, 'duration': 2.959}
{'text': "they don't even actually we just want to", 'start': 1123.36, 'duration': 2.88}
{'text': 'see i just want to see if you take them', 'start': 1124.559, 'duration': 2.881}
{'text': 'off if you have the if you have the', 'start': 1126.24, 'duration': 2.559}
{'text': 'velveteen rabbit buttons', 'start': 1127.44, 'duration': 2.72}
{'text': "that's the only thing i'm curious about", 'start': 1128.799, 'duration': 2.641}
{'text': "it's the only interesting part about it", 'start': 1130.16, 'duration': 2.399}
{'text': "or if there's a soul", 'start': 1131.44, 'duration': 3.28}
{'text': 'just take off the take off the glasses', 'start': 1132.559, 'duration': 4.48}
{'text': "let's don't hide behind the glasses sam", 'start': 1134.72, 'duration': 4.16}
{'text': "don't say let's debate ethan you've lost", 'start': 1137.039, 'duration': 4.241}
{'text': 'that upgrade those jewish beady eyes', 'start': 1138.88, 'duration': 4.159}
{'text': 'that was a really really really weird', 'start': 1141.28, 'duration': 2.8}
{'text': "comment i don't know if that was", 'start': 1143.039, 'duration': 2.561}
{'text': "intentional or not but that's a really", 'start': 1144.08, 'duration': 4.88}
{'text': '[\xa0__\xa0] strange comment', 'start': 1145.6, 'duration': 5.12}
{'text': 'all right this is sad this is what we', 'start': 1148.96, 'duration': 3.52}
{'text': "don't even think shut up", 'start': 1150.72, 'duration': 3.28}
{'text': 'all right good you guys are good thank', 'start': 1152.48, 'duration': 3.199}
{'text': "you appreciate it won't even take off", 'start': 1154.0, 'duration': 2.96}
{'text': 'the glasses', 'start': 1155.679, 'duration': 2.801}
{'text': 'all right yeah you can uh you can get', 'start': 1156.96, 'duration': 4.48}
{'text': 'the x this is just', 'start': 1158.48, 'duration': 2.96}
{'text': 'i knew it the guy just thought was that', 'start': 1163.2, 'duration': 3.12}
{'text': "all right the guy thought that no we're", 'start': 1164.96, 'duration': 2.16}
{'text': 'still going the guy', 'start': 1166.32, 'duration': 2.239}
{'text': 'thought that we had no i mean we have', 'start': 1167.12, 'duration': 3.12}
{'text': 'the master at quarterback can you put on', 'start': 1168.559, 'duration': 2.881}
{'text': 'your microphone', 'start': 1170.24, 'duration': 2.88}
{'text': 'yeah is he still on we have the math no', 'start': 1171.44, 'duration': 4.16}
{'text': 'no i cut him off we have the master file', 'start': 1173.12, 'duration': 4.799}
{'text': 'we knew yeah and this is exactly what', 'start': 1175.6, 'duration': 4.16}
{'text': 'happens like someone like a sam cedar', 'start': 1177.919, 'duration': 2.241}
{'text': 'who just', 'start': 1179.76, 'duration': 2.4}
{'text': "he didn't even wait he never lets you", 'start': 1180.16, 'duration': 3.44}
{'text': 'speak i look how he goes', 'start': 1182.16, 'duration': 3.28}
{'text': 'your little leprechaun goes i like it', 'start': 1183.6, 'duration': 3.439}
{'text': 'never let you speak as soon as he showed', 'start': 1185.44, 'duration': 3.52}
{'text': 'up he had to fill as much air time as', 'start': 1187.039, 'duration': 3.801}
{'text': "possible so that cedar couldn't open his", 'start': 1188.96, 'duration': 3.76}
{'text': 'mouth', 'start': 1190.84, 'duration': 3.24}
{'text': "because he's still mad that i said he", 'start': 1192.72, 'duration': 3.6}
{'text': 'looked like a transgender wayne guy', 'start': 1194.08, 'duration': 4.24}
{'text': "you know that's just been eating at him", 'start': 1196.32, 'duration': 3.12}
{'text': 'for the last month', 'start': 1198.32, 'duration': 3.359}
{'text': 'well you know and this is the thing too', 'start': 1199.44, 'duration': 3.04}
{'text': 'is um', 'start': 1201.679, 'duration': 3.681}
{'text': "okay well i'm sure the other streamers", 'start': 1202.48, 'duration': 4.16}
{'text': 'probably reviewed this and found a way', 'start': 1205.36, 'duration': 2.72}
{'text': 'to talk about this for four hours', 'start': 1206.64, 'duration': 3.84}
{'text': "i don't know what to say um obviously", 'start': 1208.08, 'duration': 4.479}
{'text': "crowder's scared of cedar", 'start': 1210.48, 'duration': 3.28}
{'text': "it's funny that they found a way to", 'start': 1212.559, 'duration': 3.12}
{'text': "sneak city on but i don't i don't know", 'start': 1213.76, 'duration': 4.159}
{'text': 'what else to say about it i mean', 'start': 1215.679, 'duration': 3.36}
{'text': "they didn't even talk about anything", 'start': 1217.919, 'duration': 3.201}
{'text': 'actually at all if you think that', 'start': 1219.039, 'duration': 3.361}
{'text': "crowder came away looking better it's", 'start': 1221.12, 'duration': 2.559}
{'text': "because you're already a massive stephen", 'start': 1222.4, 'duration': 3.279}
{'text': "crowder fan there's no possible way", 'start': 1223.679, 'duration': 3.921}
{'text': "he's obviously like petrified to have a", 'start': 1225.679, 'duration': 3.201}
{'text': 'conversation like', 'start': 1227.6, 'duration': 3.84}
{'text': 'he already had the time set aside for it', 'start': 1228.88, 'duration': 4.24}
{'text': "he was gonna go on another person's show", 'start': 1231.44, 'duration': 2.56}
{'text': "they're not doing anything", 'start': 1233.12, 'duration': 2.08}
{'text': 'else and he had to duck out of that as', 'start': 1234.0, 'duration': 3.039}
{'text': 'soon as possible why', 'start': 1235.2, 'duration': 4.88}
{'text': "it's because he's petrified right", 'start': 1237.039, 'duration': 4.64}
{'text': 'like does crowder yeah does crowder', 'start': 1240.08, 'duration': 3.44}
{'text': 'literally only debate college kids', 'start': 1241.679, 'duration': 5.281}
{'text': 'with his giant binder in front of him', 'start': 1243.52, 'duration': 5.2}
{'text': 'the entire write-o-sphere of twitter is', 'start': 1246.96, 'duration': 3.599}
{'text': 'hard coping right now', 'start': 1248.72, 'duration': 3.12}
{'text': 'does the write-off sphere even like', 'start': 1250.559, 'duration': 2.721}
{'text': 'crowder in general online i thought', 'start': 1251.84, 'duration': 3.12}
{'text': "crowder wasn't extreme enough for those", 'start': 1253.28, 'duration': 4.32}
{'text': 'like the crazy people in mind like my', 'start': 1254.96, 'duration': 4.16}
{'text': 'understanding is that like', 'start': 1257.6, 'duration': 4.88}
{'text': 'my guess would be that gripers and [\xa0__\xa0]', 'start': 1259.12, 'duration': 5.679}
{'text': "i hate stephen crowder i don't know will", 'start': 1262.48, 'duration': 3.84}
{'text': "i give if one doesn't said anything", 'start': 1264.799, 'duration': 2.401}
{'text': 'about it or anything', 'start': 1266.32, 'duration': 1.76}
{'text': "of course it'd always take an", 'start': 1267.2, 'duration': 2.0}
{'text': 'opportunity to shut on left-leaning', 'start': 1268.08, 'duration': 2.32}
{'text': 'people but', 'start': 1269.2, 'duration': 3.599}
{'text': 'this is massive real daily wire opinion', 'start': 1270.4, 'duration': 3.68}
{'text': 'stephen crowder showed why we should', 'start': 1272.799, 'duration': 4.24}
{'text': 'engage with debate me bros', 'start': 1274.08, 'duration': 6.64}
{'text': 'i mean like your', 'start': 1277.039, 'duration': 7.12}
{'text': 'whole thing is literally like', 'start': 1280.72, 'duration': 3.439}
{'text': 'change my mind one of the things that i', 'start': 1284.4, 'duration': 3.759}
{'text': 'think is really funny', 'start': 1286.72, 'duration': 4.079}
{'text': 'i think that everybody loves debate but', 'start': 1288.159, 'duration': 4.0}
{'text': "only when their people are winning it's", 'start': 1290.799, 'duration': 2.401}
{'text': 'funny because hassan and', 'start': 1292.159, 'duration': 2.321}
{'text': 'other people were doing the same [\xa0__\xa0]', 'start': 1293.2, 'duration': 3.2}
{'text': "with like now guys i don't normally like", 'start': 1294.48, 'duration': 3.04}
{'text': 'debate me bros', 'start': 1296.4, 'duration': 3.279}
{'text': 'but this was awesome this was awesome i', 'start': 1297.52, 'duration': 3.76}
{'text': "was like okay you don't have an opinion", 'start': 1299.679, 'duration': 3.201}
{'text': 'about debate bro people then you just', 'start': 1301.28, 'duration': 3.12}
{'text': 'want to see your side win all the time', 'start': 1302.88, 'duration': 2.96}
{'text': 'and the other side lose all the time', 'start': 1304.4, 'duration': 2.88}
{'text': "that's actually what you care about", 'start': 1305.84, 'duration': 2.64}
{'text': "don't act like you have some like", 'start': 1307.28, 'duration': 2.639}
{'text': "position on whether you like or don't", 'start': 1308.48, 'duration': 2.88}
{'text': 'like debates or whatever like clearly', 'start': 1309.919, 'duration': 2.401}
{'text': "you don't give a [\xa0__\xa0]", 'start': 1311.36, 'duration': 2.48}
{'text': "it's as long as you see like your side", 'start': 1312.32, 'duration': 2.8}
{'text': "like dominating that's nothing you care", 'start': 1313.84, 'duration': 2.64}
{'text': 'about', 'start': 1315.12, 'duration': 2.96}
{'text': 'do you want to respond to anything he', 'start': 1316.48, 'duration': 4.0}
{'text': "said now that he's not talking over you", 'start': 1318.08, 'duration': 6.0}
{'text': "um well i i mean look uh he's obviously", 'start': 1320.48, 'duration': 4.88}
{'text': "lying about the idea that he wouldn't", 'start': 1324.08, 'duration': 1.68}
{'text': 'want to', 'start': 1325.36, 'duration': 1.679}
{'text': 'uh do a debate with me because his', 'start': 1325.76, 'duration': 2.56}
{'text': "audience wouldn't know here's a guy who", 'start': 1327.039, 'duration': 2.721}
{'text': 'literally tracked my show last week', 'start': 1328.32, 'duration': 2.4}
{'text': 'because he was afraid that this would', 'start': 1329.76, 'duration': 1.44}
{'text': 'happen', 'start': 1330.72, 'duration': 2.24}
{'text': "here's a guy who uh claims to have", 'start': 1331.2, 'duration': 2.8}
{'text': "watched i don't know i don't know what", 'start': 1332.96, 'duration': 1.92}
{'text': 'it is he said he watched but', 'start': 1334.0, 'duration': 1.84}
{'text': "he's not worried about audience not", 'start': 1334.88, 'duration': 2.0}
{'text': "knowing who he's debating because he", 'start': 1335.84, 'duration': 2.56}
{'text': 'sits down with random college kids', 'start': 1336.88, 'duration': 3.919}
{'text': 'and sandbags them on uh their campus he', 'start': 1338.4, 'duration': 3.92}
{'text': 'i had the recording from politicon when', 'start': 1340.799, 'duration': 2.801}
{'text': 'they called and he backed out i have', 'start': 1342.32, 'duration': 2.479}
{'text': 'emails from gavin mcginnis', 'start': 1343.6, 'duration': 2.72}
{'text': 'whose show i would have never gone on', 'start': 1344.799, 'duration': 2.961}
{'text': 'except he offered up a debate with the', 'start': 1346.32, 'duration': 2.479}
{'text': 'crowder and crowder left', 'start': 1347.76, 'duration': 4.159}
{'text': "and so you know okay if i'm being this", 'start': 1348.799, 'duration': 4.641}
{'text': 'is just because of my behind-the-scenes', 'start': 1351.919, 'duration': 2.88}
{'text': "experience if i'm being as", 'start': 1353.44, 'duration': 4.479}
{'text': 'generous to crowder as possible there is', 'start': 1354.799, 'duration': 4.041}
{'text': 'a', 'start': 1357.919, 'duration': 3.201}
{'text': "chance when i say there's a chance i", 'start': 1358.84, 'duration': 3.88}
{'text': "mean there's like a 25", 'start': 1361.12, 'duration': 5.439}
{'text': 'chance or higher that in actuality', 'start': 1362.72, 'duration': 6.64}
{'text': "crowder didn't back out of those debates", 'start': 1366.559, 'duration': 5.681}
{'text': 'but that the organizers were actually', 'start': 1369.36, 'duration': 6.24}
{'text': 'um pulling some [\xa0__\xa0] because uh not that', 'start': 1372.24, 'duration': 5.04}
{'text': 'something came up no never that', 'start': 1375.6, 'duration': 4.48}
{'text': 'there are organizers that will do some', 'start': 1377.28, 'duration': 3.44}
{'text': '[\xa0__\xa0]', 'start': 1380.08, 'duration': 2.079}
{'text': "where they're like yo do you want to", 'start': 1380.72, 'duration': 3.28}
{'text': 'come to x event like we can get you on', 'start': 1382.159, 'duration': 3.681}
{'text': 'stage with ben shapiro people will say', 'start': 1384.0, 'duration': 2.96}
{'text': '[\xa0__\xa0] like that', 'start': 1385.84, 'duration': 2.48}
{'text': 'and you were like yeah of course of', 'start': 1386.96, 'duration': 3.36}
{'text': 'course and they might have emailed ben', 'start': 1388.32, 'duration': 3.28}
{'text': "shapiro and they're like yo do you want", 'start': 1390.32, 'duration': 2.64}
{'text': 'to come on stage we might have', 'start': 1391.6, 'duration': 3.04}
{'text': 'trump showing up to this and men shapiro', 'start': 1392.96, 'duration': 3.199}
{'text': 'might respond yeah keep me updated or', 'start': 1394.64, 'duration': 2.96}
{'text': 'whatever but then when the emails go', 'start': 1396.159, 'duration': 2.241}
{'text': 'back and forth', 'start': 1397.6, 'duration': 2.559}
{'text': 'the larger person realizes that the', 'start': 1398.4, 'duration': 3.36}
{'text': 'other organization is like a little bit', 'start': 1400.159, 'duration': 3.52}
{'text': "full of [\xa0__\xa0] and they're like ah", 'start': 1401.76, 'duration': 4.159}
{'text': 'okay whatever and then when they go back', 'start': 1403.679, 'duration': 3.201}
{'text': 'to sam cedar', 'start': 1405.919, 'duration': 2.801}
{'text': "they're not gonna tell them okay i'm", 'start': 1406.88, 'duration': 3.039}
{'text': 'gonna be honest with you', 'start': 1408.72, 'duration': 2.64}
{'text': 'we actually never confirmed the other', 'start': 1409.919, 'duration': 2.721}
{'text': 'person we were just gonna hope and', 'start': 1411.36, 'duration': 2.799}
{'text': "they'd say yes so we don't have [\xa0__\xa0] for", 'start': 1412.64, 'duration': 1.919}
{'text': 'you', 'start': 1414.159, 'duration': 2.88}
{'text': "sorry bye um they'll never say that", 'start': 1414.559, 'duration': 3.521}
{'text': "instead they'll be like well the other", 'start': 1417.039, 'duration': 2.721}
{'text': 'person stopped responding or backed out', 'start': 1418.08, 'duration': 4.32}
{'text': 'it is now sam has a lot of experience in', 'start': 1419.76, 'duration': 3.36}
{'text': 'this industry', 'start': 1422.4, 'duration': 2.399}
{'text': 'i imagine with like live debate stuff', 'start': 1423.12, 'duration': 2.88}
{'text': "too so i'm sure he knows about that as", 'start': 1424.799, 'duration': 1.601}
{'text': 'well', 'start': 1426.0, 'duration': 2.88}
{'text': 'but obviously this is funnier but um it', 'start': 1426.4, 'duration': 3.36}
{'text': 'is entirely', 'start': 1428.88, 'duration': 3.279}
{'text': "possible that crowder didn't agree to", 'start': 1429.76, 'duration': 4.08}
{'text': 'anything and he just lost interest', 'start': 1432.159, 'duration': 2.88}
{'text': "because they weren't getting big enough", 'start': 1433.84, 'duration': 2.319}
{'text': 'names for him to care', 'start': 1435.039, 'duration': 4.161}
{'text': 'um yeah he would have said that if that', 'start': 1436.159, 'duration': 4.721}
{'text': "was the case no no sam cedar wouldn't", 'start': 1439.2, 'duration': 2.479}
{'text': 'have known about this', 'start': 1440.88, 'duration': 2.24}
{'text': 'politic the politicon people that', 'start': 1441.679, 'duration': 3.441}
{'text': "wouldn't have said it right", 'start': 1443.12, 'duration': 3.12}
{'text': "crowder's dead does all the bookkeeping", 'start': 1445.12, 'duration': 2.08}
{'text': "that doesn't change what i'm saying at", 'start': 1446.24, 'duration': 1.919}
{'text': "all that doesn't explain", 'start': 1447.2, 'duration': 3.52}
{'text': 'crowder following the times cedar show', 'start': 1448.159, 'duration': 4.4}
{'text': 'is live that well that has nothing to do', 'start': 1450.72, 'duration': 3.04}
{'text': "what i'm saying it wouldn't surprise me", 'start': 1452.559, 'duration': 3.041}
{'text': 'of crowders also would duck', 'start': 1453.76, 'duration': 3.36}
{'text': 'cedar debates if you had the opportunity', 'start': 1455.6, 'duration': 4.88}
{'text': 'to of course but um', 'start': 1457.12, 'duration': 4.64}
{'text': "obviously he's dodging him but i'm just", 'start': 1460.48, 'duration': 2.4}
{'text': 'saying for like the politicon or the', 'start': 1461.76, 'duration': 2.64}
{'text': 'other large stuff or whatever', 'start': 1462.88, 'duration': 4.0}
{'text': "yeah here's pakman saying the same thing", 'start': 1464.4, 'duration': 3.6}
{'text': 'you said about putting up is an', 'start': 1466.88, 'duration': 2.96}
{'text': 'important thing to understand', 'start': 1468.0, 'duration': 5.039}
{'text': 'sam is absolutely telling the truth', 'start': 1469.84, 'duration': 6.4}
{'text': 'that politicon told sam', 'start': 1473.039, 'duration': 6.24}
{'text': 'the crowder debate was happening okay', 'start': 1476.24, 'duration': 5.52}
{'text': "that's absolutely true that politicon", 'start': 1479.279, 'duration': 4.241}
{'text': "told sam that that game's not the thing", 'start': 1481.76, 'duration': 2.0}
{'text': 'is', 'start': 1483.52, 'duration': 2.72}
{'text': "oh i don't have that [\xa0__\xa0] uh politicon", 'start': 1483.76, 'duration': 3.919}
{'text': 'lies a lot', 'start': 1486.24, 'duration': 3.12}
{'text': "okay and i don't know that i've said", 'start': 1487.679, 'duration': 3.6}
{'text': "this before i don't know if politicon is", 'start': 1489.36, 'duration': 3.52}
{'text': 'gonna be oh this is why people in my', 'start': 1491.279, 'duration': 3.361}
{'text': 'chat were saying politicon lies a lot', 'start': 1492.88, 'duration': 2.88}
{'text': 'because you all heard pacman say this', 'start': 1494.64, 'duration': 2.0}
{'text': 'morning okay', 'start': 1495.76, 'duration': 2.24}
{'text': "curious with me and they'll never have", 'start': 1496.64, 'duration': 4.159}
{'text': "me back because i'm explaining this", 'start': 1498.0, 'duration': 6.559}
{'text': 'whatever but politicon has also lied to', 'start': 1500.799, 'duration': 4.721}
{'text': 'me', 'start': 1504.559, 'duration': 4.321}
